ID,Indoor.Total.Illumin.Diff.pct.,Indoor.Total.Illumin.Diff.,Hour.number,Natural.Illuminance.,Outdoor.Sky.Clearness.,Since.DR.Started.,Lighting.Power.Diff.,Lighting.Power.Diff.pct.One.Step.
31,0.189622451,196.8912,15,644.5503467,2.606522072,1,0.4,0.5
31,0.173688483,196.8912,16,739.8057129,2.634102558,2,0.4,0
31,0.075014879,109.384,17,1239.396047,2.233004903,3,0.225,0
31,0.179974086,196.8912,15,700.2151005,1.40281265,1,0.4,0.5
31,0.202951742,196.8912,16,576.3556124,1.427149016,2,0.4,0
31,0.106576307,109.384,17,807.5764342,1.459850716,3,0.225,0
31,0.205896025,196.8912,15,562.4827837,4.239383626,1,0.4,0.5
31,0.189764388,196.8912,16,643.7737064,3.95319956,2,0.4,0
31,0.076956738,109.384,17,1202.60202,3.626925601,3,0.225,0
31,0.168530633,196.8912,15,774.4989757,2.276696959,1,0.4,0.5
31,0.161842341,196.8912,16,822.7793406,1.614722167,2,0.4,0
31,0.100366304,109.384,17,871.0798393,1.309293731,3,0.225,0
31,0.196290646,196.8912,15,609.2771135,4.115768237,1,0.4,0.5
31,0.192879518,196.8912,16,627.0165,3.563597795,2,0.4,0
31,0.074318412,109.384,17,1253.061076,3.09173655,3,0.225,0
31,0.224833326,196.8912,15,481.9383097,6.148502184,1,0.4,0.5
31,0.224694648,196.8912,16,482.4787915,5.871725621,2,0.4,0
31,0.070725747,109.384,17,1327.825767,4.155580159,3,0.225,0
31,0.194790044,196.8912,15,617.0043755,3.08080924,1,0.4,0.5
31,0.177464147,196.8912,16,715.6878954,1.30044983,2,0.4,0
31,0.133738015,109.384,17,599.1295886,1.197573852,3,0.225,0
31,0.203314924,196.8912,15,574.6226541,4.280658117,1,0.4,0.5
31,0.194691604,196.8912,16,617.5154458,4.619975056,2,0.4,0
31,0.061425498,109.384,17,1561.990877,3.437750544,3,0.225,0
31,0.219400385,196.8912,15,503.6234998,5.313908422,1,0.4,0.5
31,0.18201601,196.8912,16,687.942224,3.509758804,2,0.4,0
31,0.076724599,109.384,17,1206.902541,3.229050202,3,0.225,0
31,0.182182957,196.8912,15,686.9509624,3.287025271,1,0.4,0.5
31,0.157620878,196.8912,16,855.3617674,1.796166704,2,0.4,0
31,0.103201197,109.384,17,841.1421919,1.647835423,3,0.225,0
31,0.191762023,196.8912,15,632.9652182,1.754452738,1,0.4,0.5
31,0.182001238,196.8912,16,688.0300233,1.705792138,2,0.4,0
31,0.063730245,109.384,17,1497.591329,3.138839128,3,0.225,0
31,0.206316128,196.8912,15,560.5356266,1.794266919,1,0.4,0.5
31,0.176069836,196.8912,16,724.4738815,2.649144156,2,0.4,0
31,0.075809114,109.384,17,1224.119195,1.999798468,3,0.225,0
31,0.167190176,196.8912,15,783.8657415,1.623955916,1,0.4,0.5
31,0.178936657,196.8912,16,706.5578197,1.276589284,2,0.4,0
31,0.144042809,109,17,540.6173599,1.086485894,3,0.225,0
31,0.161818913,196.8912,15,822.955475,1.375034126,1,0.4,0.5
31,0.180905913,196.8912,16,694.580038,1.417268819,2,0.4,0
31,0.148733154,109.384,17,516.6699124,1.489480348,3,0.225,0
31,0.200772532,196.8912,15,586.8856114,1.241359199,1,0.4,0.5
31,0.174264774,196.8912,16,736.0569567,1.164722424,2,0.4,0
31,0.114341179,109.384,17,737.877723,1.345289345,3,0.225,0
31,0.218939048,196.8912,15,505.5144654,1.089039455,1,0.4,0.5
31,0.222799575,196.8912,16,489.9320317,0.999999712,2,0.4,0
31,0.207202704,109.384,17,309.1401682,0.999999656,3,0.225,0
31,0.210366887,196.8912,15,542.1595782,1.02766054,1,0.4,0.5
31,0.225436018,196.8912,16,479.5971152,0.999999716,2,0.4,0
31,0.180721896,109.384,17,386.4934673,0.999999709,3,0.225,0
31,0.168548513,196.8912,15,774.3750464,1.743682439,1,0.4,0.5
31,0.170716113,196.8912,16,759.5428268,1.436958505,2,0.4,0
31,0.137414008,109.384,17,577.2498274,1.221262464,3,0.225,0
31,0.201580765,196.8912,15,582.9536483,1.219221029,1,0.4,0.5
31,0.158612772,196.8912,16,847.5501678,1.245405008,2,0.4,0
31,0.112380853,109.384,17,754.5650608,1.161848755,3,0.225,0
31,0.180342966,196.8912,15,697.9773983,3.691377904,1,0.4,0.5
31,0.191711903,196.8912,16,633.2336427,3.645115311,2,0.4,0
31,0.083079645,109.384,17,1097.848115,2.424432574,3,0.225,0
31,0.171189733,196.8912,15,756.3519937,1.797879937,1,0.4,0.5
31,0.181668794,196.8912,16,690.0096782,1.262715603,2,0.4,0
31,0.13929646,109.384,17,566.4924449,1.151010112,3,0.225,0
31,0.190167491,196.8912,15,641.5743745,3.439235228,1,0.4,0.5
31,0.189090041,196.8912,16,647.47392,3.087942777,2,0.4,0
31,0.113749614,109.384,17,742.8528439,1.509026097,3,0.225,0
31,0.166622817,196.8912,15,787.8756895,1.856809868,1,0.4,0.5
31,0.159847908,196.8912,16,837.9584618,1.342786871,2,0.4,0
31,0.098300418,109.384,17,893.9841391,1.157275431,3,0.225,0
31,0.129376216,196.8912,15,1128.067644,1.564029244,1,0.4,0.5
31,0.152659143,196.8912,16,895.9615093,1.378497709,2,0.4,0
31,0.085958658,109.384,17,1053.750702,1.172705517,3,0.225,0
31,0.16210961,196.8912,15,820.7736014,2.237547521,1,0.4,0.5
31,0.161240803,196.8912,16,827.3179454,1.732358816,2,0.4,0
31,0.084923373,109.384,17,1069.263734,1.669440191,3,0.225,0
31,0.20327574,196.8912,15,574.8093284,4.395963176,1,0.4,0.5
31,0.160430379,196.8912,16,833.4864107,2.310736789,2,0.4,0
31,0.077372633,109.384,17,1194.961846,2.100073633,3,0.225,0
31,0.195676271,196.8912,15,612.4264717,4.068011892,1,0.4,0.5
31,0.188895553,196.8912,16,648.5460014,3.617711615,2,0.4,0
31,0.070576007,109.384,17,1331.107152,3.482606976,3,0.225,0
31,0.194469175,196.8912,15,618.6721448,1.658040503,1,0.4,0.5
31,0.176072339,196.8912,16,724.4579854,1.367206422,2,0.4,0
31,0.107590223,109.384,17,797.9043056,1.327130625,3,0.225,0
31,0.243380518,196.8912,15,415.2026482,0.999999644,1,0.4,0.5
31,0.228797522,196.8912,16,466.7653802,1.132251715,2,0.4,0
31,0.098402351,109.384,17,892.8314629,1.50402523,3,0.225,0
31,0.179517103,196.8912,15,703.0000078,2.919052455,1,0.4,0.5
31,0.177421218,196.8912,16,715.9563479,2.862808681,2,0.4,0
31,0.090629083,109.384,17,988.1734881,1.955136024,3,0.225,0
31,0.208268289,196.8912,15,551.5905179,1.315576263,1,0.4,0.5
31,0.211280723,196.8912,16,538.1114185,1.203566915,2,0.4,0
31,0.135117474,109.384,17,590.779404,1.084921028,3,0.225,0
31,0.241111022,196.8912,15,422.8173494,1.567575191,1,0.4,0.5
31,0.224683438,196.8912,16,482.5225121,1.328949497,2,0.4,0
31,0.104020291,109.384,17,832.7960646,1.386420467,3,0.225,0
31,0.203379329,196.8912,15,574.3159863,3.649113332,1,0.4,0.5
31,0.196077143,196.8912,16,610.3693157,3.370968417,2,0.4,0
31,0.126501718,109.384,17,645.9159085,1.450104289,3,0.225,0
31,0.170739963,196.8912,15,759.3817276,2.918187392,1,0.4,0.5
31,0.158718815,196.8912,16,846.720814,2.314632032,2,0.4,0
31,0.075501109,109.384,17,1230.005418,2.371208915,3,0.225,0
31,0.173107075,196.8912,15,743.6130532,2.381494386,1,0.4,0.5
31,0.180916087,196.8912,16,694.5188296,1.303105346,2,0.4,0
31,0.148924646,109.384,17,515.7242619,1.090082612,3,0.225,0
31,0.172692558,196.8912,15,746.3431664,2.183648964,1,0.4,0.5
31,0.19677693,196.8912,16,606.7983065,1.968845447,2,0.4,0
31,0.07439646,109.384,17,1251.517019,2.226737243,3,0.225,0
31,0.16386919,196.8912,15,807.7320508,2.56780054,1,0.4,0.5
31,0.174488602,196.8912,16,734.6076384,2.21951305,2,0.4,0
31,0.160940138,109.384,17,460.8884322,1.134493876,3,0.225,0
31,0.24039657,196.8912,15,425.2442615,0.99999964,1,0.4,0.5
31,0.238263151,196.8912,16,432.5778622,0.999999659,2,0.4,0
31,0.176897245,109.384,17,399.5796727,0.999999708,3,0.225,0
31,0.194217728,196.8912,15,619.9829327,1.751129873,1,0.4,0.5
31,0.18598984,196.8912,16,664.8302627,1.316895892,2,0.4,0
31,0.106881088,109.384,17,804.6497218,1.495452388,3,0.225,0
31,0.165957538,196.8912,15,792.6126437,1.638089932,1,0.4,0.5
31,0.165422508,196.8912,16,796.4498263,1.242312028,2,0.4,0
31,0.09769033,109.384,17,900.9334053,1.19035828,3,0.225,0
31,0.193552799,196.8912,15,623.4656097,1.492148922,1,0.4,0.5
31,0.158835194,196.8912,16,845.8118947,1.51802859,2,0.4,0
31,0.184761044,109.384,17,373.2615608,1.071904736,3,0.225,0
31,0.182619227,196.8912,15,684.3691358,1.300708281,1,0.4,0.5
31,0.17838235,196.8912,16,709.9770269,1.471718436,2,0.4,0
31,0.137707366,109.384,17,575.554069,1.24584275,3,0.225,0
31,0.156913664,196.8912,15,860.991687,1.694505314,1,0.4,0.5
31,0.155790912,196.8912,16,870.0345776,1.289784511,2,0.4,0
31,0.155791551,109.384,17,483.3496662,1.196344894,3,0.225,0
31,0.18513664,196.8912,15,669.7088664,3.686505305,1,0.4,0.5
31,0.184448893,196.8912,16,673.6742659,3.111716278,2,0.4,0
31,0.0699467,109.384,17,1345.051306,2.507587241,3,0.225,0
31,0.205853499,196.8912,15,562.680332,1.398328794,1,0.4,0.5
31,0.198380982,196.8912,16,598.7078972,1.622640695,2,0.4,0
31,0.122270174,109.384,17,675.841018,1.292401498,3,0.225,0
31,0.182827702,196.8912,15,683.1397383,3.107215803,1,0.4,0.5
31,0.167097149,196.8912,16,784.5213674,2.608990506,2,0.4,0
31,0.072487341,109.384,17,1290.24031,2.316454359,3,0.225,0
31,0.168282753,196.8912,15,776.2198507,2.057449283,1,0.4,0.5
31,0.177216372,196.8912,16,717.2391038,1.313372322,2,0.4,0
31,0.138583674,109.384,17,570.5313246,1.224655794,3,0.225,0
31,0.18975017,196.8912,15,643.8514538,1.129843395,1,0.4,0.5
31,0.189307553,196.8912,16,646.277531,1.155542026,2,0.4,0
31,0.121704757,109.384,17,679.9971996,1.096380779,3,0.225,0
31,0.205617993,196.8912,15,563.775823,1.306961321,1,0.4,0.5
31,0.207373633,196.8912,16,555.6690669,1.120398568,2,0.4,0
31,0.105038322,109.384,17,822.6043121,1.447089006,3,0.225,0
31,0.166901026,196.8912,15,785.9059733,2.71738195,1,0.4,0.5
31,0.169792154,196.8912,16,765.8188862,2.550173022,2,0.4,0
31,0.072540847,109,17,1289.127266,2.319037097,3,0.225,0
31,0.167429383,196.8912,15,782.1832299,2.526638024,1,0.4,0.5
31,0.158322877,196.8912,16,849.8230943,1.753347773,2,0.4,0
31,0.106498354,109.384,17,808.3276883,1.423619084,3,0.225,0
31,0.1791563,196.8912,15,705.2088165,1.742407072,1,0.4,0.5
31,0.156855637,196.8912,16,861.4558809,1.693904547,2,0.4,0
31,0.124779373,109.384,17,657.8512503,1.452116689,3,0.225,0
31,0.167520091,196.8912,15,781.5464769,2.438307606,1,0.4,0.5
31,0.158648396,196.8912,16,847.2714328,2.172458169,2,0.4,0
31,0.08941125,109.384,17,1004.612723,1.901592224,3,0.225,0
31,0.187142668,196.8912,15,658.3090449,1.65073674,1,0.4,0.5
31,0.174225563,196.8912,16,736.3112371,1.531534694,2,0.4,0
31,0.085819173,109.384,17,1055.81897,1.902702239,3,0.225,0
31,0.170825352,196.8912,15,758.8053021,1.177796658,1,0.4,0.5
31,0.181612787,196.8912,16,690.3439075,1.243263738,2,0.4,0
31,0.148896676,109.384,17,515.8622326,1.121153093,3,0.225,0
31,0.180572066,196.8912,15,696.5922334,1.812070396,1,0.4,0.5
31,0.177936091,196.8912,16,712.7452218,1.371359355,2,0.4,0
31,0.118866376,109.384,17,701.45859,1.426282052,3,0.225,0
31,0.175450171,196.8912,15,728.4234039,3.021663227,1,0.4,0.5
31,0.176669522,196.8912,16,720.6780784,2.563209892,2,0.4,0
31,0.08779593,109.384,17,1027.121191,1.872145451,3,0.225,0
31,0.16116477,196.8912,15,827.894025,1.238232376,1,0.4,0.5
31,0.183158614,196.8912,16,681.1940688,1.229732515,2,0.4,0
31,0.174392996,109.384,17,408.4590244,1.071515056,3,0.225,0
31,0.180628332,196.8912,15,696.25258,1.659392573,1,0.4,0.5
31,0.170474465,196.8912,16,761.1776675,1.606089166,2,0.4,0
31,0.156415356,109.384,17,480.5495253,1.247615034,3,0.225,0
31,0.170251089,196.8912,15,762.6930194,1.494902546,1,0.4,0.5
31,0.15229984,196.8912,16,899.0042516,1.466776513,2,0.4,0
31,0.103161638,109.384,17,841.5486269,1.308717765,3,0.225,0
31,0.180614802,196.8912,15,696.3342363,2.67587983,1,0.4,0.5
31,0.169087283,196.8912,16,770.6528963,1.739933263,2,0.4,0
31,0.103064315,109.384,17,842.5498733,1.438084256,3,0.225,0
31,0.18039351,196.8912,15,697.6714988,1.923460161,1,0.4,0.5
31,0.180129793,196.8912,16,699.2694296,3.013471044,2,0.4,0
31,0.10392671,109.384,17,833.7429494,2.769428218,3,0.225,0
31,0.179733806,196.8912,15,701.6776298,1.790726079,1,0.4,0.5
31,0.167277911,196.8912,16,783.2480814,1.235477147,2,0.4,0
31,0.207735479,109.384,17,307.7862527,1.029269158,3,0.225,0
31,0.172194435,196.8912,15,749.6413105,3.201478998,1,0.4,0.5
31,0.177637142,196.8912,16,714.6074238,3.169088012,2,0.4,0
31,0.0834821,109.384,17,1091.500911,2.690332669,3,0.225,0
31,0.207581144,196.8912,15,554.7199341,5.250681809,1,0.4,0.5
31,0.201178314,196.8912,16,584.9075771,5.175112784,2,0.4,0
31,0.073276585,109.384,17,1273.987152,3.415390083,3,0.225,0
31,0.161069934,196.8912,15,828.6133305,2.104195672,1,0.4,0.5
31,0.174802448,196.8912,16,732.5816885,2.164616538,2,0.4,0
31,0.085704084,109.384,17,1057.530574,2.010004373,3,0.225,0
31,0.173756847,196.8912,15,739.3597091,3.36186709,1,0.4,0.5
31,0.170001152,196.8912,16,764.3932827,2.340439391,2,0.4,0
31,0.087502462,109.384,17,1031.299678,2.018591424,3,0.225,0
31,0.214218886,196.8912,15,525.3298375,1.044783978,1,0.4,0.5
31,0.244075589,196.8912,16,412.8988462,1.02387605,2,0.4,0
31,0.1389556,109.384,17,568.4186985,1.084362719,3,0.225,0
31,0.124594785,196.8912,15,1186.46994,1.378580412,1,0.4,0.5
31,0.098146922,196.8912,16,1612.303942,1.141723895,2,0.4,0
31,0.074666305,109.384,17,1246.203378,1.215690466,3,0.225,0
31,0.172439857,196.8912,15,748.0139551,3.359888749,1,0.4,0.5
31,0.16904297,196.8912,16,770.9581361,2.519175787,2,0.4,0
31,0.094390009,109.384,17,940.0834608,1.999500942,3,0.225,0
31,0.225454511,196.8912,15,479.5254748,1.012613128,1,0.4,0.5
31,0.2539617,196.8912,16,381.4967072,1.062308701,2,0.4,0
31,0.206527299,109.384,17,310.8665832,1.007490908,3,0.225,0
31,0.140906651,196.8912,15,1003.534187,1.186234724,1,0.4,0.5
31,0.18090761,196.8912,16,694.5698252,1.502950848,2,0.4,0
31,0.163901578,109.384,17,448.6081232,1.233740834,3,0.225,0
31,0.182514348,196.8912,15,684.9886794,3.342486846,1,0.4,0.5
31,0.187992278,196.8912,16,653.5542342,2.89617491,2,0.4,0
31,0.134708671,109.384,17,593.236153,1.497638094,3,0.225,0
31,0.167529814,196.8912,15,781.4782607,2.429688757,1,0.4,0.5
31,0.158966558,196.8912,16,844.7875366,2.148590535,2,0.4,0
31,0.104982265,109.384,17,823.160371,1.544432698,3,0.225,0
31,0.237243654,196.8912,15,436.1289445,1.053412449,1,0.4,0.5
31,0.25148796,196.8912,16,389.1226751,0.999999719,2,0.4,0
31,0.218549963,109.384,17,281.7308268,0.999999687,3,0.225,0
31,0.159810936,196.8912,15,838.2434262,1.558300755,1,0.4,0.5
31,0.163708596,196.8912,16,808.9107041,1.570106032,2,0.4,0
31,0.108190039,109.384,17,792.2677751,1.22694151,3,0.225,0
31,0.260362577,196.8912,15,362.4368774,1.478768138,1,0.4,0.5
31,0.219798022,196.8912,16,502,1.186085392,2,0.4,0
31,0.122835617,109.384,17,671.7229087,1.124077471,3,0.225,0
31,0.179436945,196.8912,15,703.4899612,4.00580889,1,0.4,0.5
31,0.13170349,196.8912,16,1101.175709,1.964179503,2,0.4,0
31,0.061653505,109.384,17,1555.405247,2.511509203,3,0.225,0
31,0.172293334,196.8912,15,748.9849659,3.521833313,1,0.4,0.5
31,0.115813319,196.8912,16,1306.291495,2.794745909,2,0.4,0
31,0.072512586,109.384,17,1289.714947,1.672776932,3,0.225,0
31,0.232404387,196.8912,15,453.409869,1.25122254,1,0.4,0.5
31,0.151033848,196.8912,16,909.8406126,1.330714432,2,0.4,0
31,0.090151815,109.384,17,994.5630918,1.529520795,3,0.225,0
31,0.200047352,196.8912,15,590.4405755,1.597567164,1,0.4,0.5
31,0.103500071,196.8912,16,1508.546725,2.997993937,2,0.4,0
31,0.073713801,109.384,17,1265.133223,3.004528299,3,0.225,0
31,0.175472761,196.8912,15,728.278934,3.458873697,1,0.4,0.5
31,0.107703105,196.8912,16,1434.309739,3.63646435,2,0.4,0
31,0.058898479,109.384,17,1638.393709,3.228977545,3,0.225,0
31,0.185064939,196.8912,15,670.1209021,1.216478802,1,0.4,0.5
31,0.167804829,196.8912,16,779.5521315,1.179369062,2,0.4,0
31,0.119237671,109.384,17,698.593093,1.444002708,3,0.225,0
31,0.190709612,196.8912,15,638.6312146,1.099077475,1,0.4,0.5
31,0.17507632,196.8912,16,730.8197185,1.060950716,2,0.4,0
31,0.129151065,109.384,17,628.1781731,1.094604357,3,0.225,0
31,0.182358588,196.8912,15,685.9101035,1.24537057,1,0.4,0.5
31,0.220783716,196.8912,16,498.0007599,1.248575163,2,0.4,0
31,0.179275106,109.384,17,391.3780622,1.235632383,3,0.225,0
31,0.177874028,196.8912,15,713.1313084,1.311084905,1,0.4,0.5
31,0.163766415,196.8912,16,808.4860869,1.336034647,2,0.4,0
31,0.126889771,109.384,17,643.2715445,1.424927024,3,0.225,0
31,0.220686587,196.8912,15,498.3932541,0.999999724,1,0.4,0.5
31,0.253700272,196.8912,16,382.295602,1.039797186,2,0.4,0
31,0.166736703,109.384,17,437.2603244,1.183131333,3,0.225,0
31,0.216738068,196.8912,15,514.6468457,5.604724426,1,0.4,0.5
31,0.212583047,196.8912,16,532.4024612,5.185368199,2,0.4,0
31,0.063345671,109.384,17,1508.011417,3.919079767,3,0.225,0
31,0.240017562,196.8912,15,426.537574,8.400901811,1,0.4,0.5
31,0.229264833,196.8912,16,465.0113267,7.62837119,2,0.4,0
31,0.065102612,109.384,17,1461.410371,5.637478218,3,0.225,0
31,0.22741627,196.8912,15,471.9920654,6.444589744,1,0.4,0.5
31,0.213440805,196.8912,16,528.6803865,6.139633498,2,0.4,0
31,0.068532429,109.384,17,1377.323111,5.231419217,3,0.225,0
31,0.232593144,196.8912,15,452.7223436,7.623650695,1,0.4,0.5
31,0.221579046,196.8912,16,494.7998177,7.024631826,2,0.4,0
31,0.06194917,109.384,17,1546.93767,6.023770339,3,0.225,0
31,0.2171056,196.8912,15,513.1089942,5.729499093,1,0.4,0.5
31,0.218483765,196.8912,16,507.3884482,6.56651632,2,0.4,0
31,0.060333706,109.384,17,1594.215273,5.981374108,3,0.225,0
31,0.176590756,196.8912,15,721.1751711,2.0591012,1,0.4,0.5
31,0.176342372,196.8912,16,722.7456248,1.799892851,2,0.4,0
31,0.136111041,109.384,17,584.8699667,1.128664073,3,0.225,0
31,0.222611867,196.8912,15,490.6771886,6.003330984,1,0.4,0.5
31,0.212546587,196.8912,16,532.561339,5.565110857,2,0.4,0
31,0.071306847,109.384,17,1315.222144,5.93408519,3,0.225,0
31,0.23485384,196.8912,15,444.5739152,7.380591311,1,0.4,0.5
31,0.201138032,196.8912,16,585.1035839,5.802759566,2,0.4,0
31,0.058714121,109.384,17,1644.225066,5.257245989,3,0.225,0
31,0.23300997,196.8912,15,451.2080529,7.344953628,1,0.4,0.5
31,0.216709643,196.8912,16,514.7660023,6.525262451,2,0.4,0
31,0.072169466,109.384,17,1296.886826,4.212533683,3,0.225,0
31,0.238651859,196.8912,15,431.2319162,8.175168295,1,0.4,0.5
31,0.21847501,196.8912,16,507.4245619,6.469238418,2,0.4,0
31,0.064236477,109.384,17,1484.06511,4.378392225,3,0.225,0
31,0.242408786,196.8912,15,418.4455859,7.432444143,1,0.4,0.5
31,0.221691612,196.8912,16,494.3486319,6.00970359,2,0.4,0
31,0.059420538,109.384,17,1622.077002,4.532056257,3,0.225,0
31,0.203742049,196.8912,15,572.592487,5.188639587,1,0.4,0.5
31,0.198172187,196.8912,16,599.7535903,4.311378069,2,0.4,0
31,0.062272763,109.384,17,1537.762376,4.536279728,3,0.225,0
31,0.220244131,196.8912,15,500.1855742,5.748425853,1,0.4,0.5
31,0.218061684,196.8912,16,509.1327576,5.800417978,2,0.4,0
31,0.062322945,109.384,17,1536.348044,3.574519579,3,0.225,0
31,0.216000733,196.8912,15,517.7478413,5.221195233,1,0.4,0.5
31,0.188719959,196.8912,16,649.515837,4.106704367,2,0.4,0
31,0.056470313,109.384,17,1718.249784,3.107491402,3,0.225,0
31,0.234593459,196.8912,15,445.504429,6.998210262,1,0.4,0.5
31,0.206385665,196.8912,16,560.2140882,5.193798782,2,0.4,0
31,0.063612941,109.384,17,1500.756321,5.121041679,3,0.225,0
31,0.224736269,196.8912,15,482.3165091,6.063283452,1,0.4,0.5
31,0.208084031,196.8912,16,552.427645,5.118800374,2,0.4,0
31,0.067647408,109.384,17,1398.204527,4.992950758,3,0.225,0
31,0.21447706,196.8912,15,524.2234703,6.081598773,1,0.4,0.5
31,0.194597674,196.8912,16,618.0035871,4.035299072,2,0.4,0
31,0.062396525,109.384,17,1534.278348,3.674544425,3,0.225,0
31,0.24799768,196.8912,15,400.1411548,9.217933697,1,0.4,0.5
31,0.231074957,196.8912,16,458.2839695,7.343815973,2,0.4,0
31,0.069037584,109.384,17,1365.644336,4.368595516,3,0.225,0
31,0.222901377,196.8912,15,489.5284297,6.021858979,1,0.4,0.5
31,0.206746734,196.8912,16,558.5479999,4.907884801,2,0.4,0
31,0.065417789,109.384,17,1453.315404,4.900423864,3,0.225,0
31,0.213563698,196.8912,15,528.1495681,6.188336855,1,0.4,0.5
31,0.198322796,196.8912,16,598.9990862,4.391564084,2,0.4,0
31,0.072028474,109.384,17,1299.85365,3.5492307,3,0.225,0
31,0.221457223,196.8912,15,495.288624,6.109251046,1,0.4,0.5
31,0.215677507,196.8912,16,519.1139071,6.012146687,2,0.4,0
31,0.061761422,109.384,17,1552.305208,5.309825369,3,0.225,0
31,0.213338025,196.8912,15,529.1248042,5.673983037,1,0.4,0.5
31,0.192564864,196.8912,16,628.6845037,3.840560777,2,0.4,0
31,0.068845195,109.384,17,1370.072009,2.948493397,3,0.225,0
31,0.215983122,196.8912,15,517.8221658,4.472777639,1,0.4,0.5
31,0.210248233,196.8912,16,542.6877756,4.323964594,2,0.4,0
31,0.062608972,109.384,17,1528.329847,3.336454174,3,0.225,0
31,0.156755614,196.8912,15,862.2568241,5.371147274,1,0.4,0.5
31,0.14164663,196.8912,16,996.2344342,4.149472334,2,0.4,0
31,0.048161902,109.384,17,2052.40477,3.214697218,3,0.225,0
31,0.222209698,196.8912,15,492.2779368,5.61196714,1,0.4,0.5
31,0.221908526,196.8912,16,493.4804914,5.351748735,2,0.4,0
31,0.0702571,109.384,17,1338.142252,5.170290061,3,0.225,0
31,0.196496123,196.8912,15,608.2282088,3.205534844,1,0.4,0.5
31,0.18002185,196.8912,16,699.9248357,1.918015831,2,0.4,0
31,0.118012657,109.384,17,708.1156296,1.171909729,3,0.225,0
31,0.191247723,196.8912,15,635.7263253,1.895007913,1,0.4,0.5
31,0.241511802,196.8912,16,421.4622316,1.154406451,2,0.4,0
31,0.099034909,109.384,17,885.7314286,1.381921242,3,0.225,0
31,0.197641054,196.8912,15,602.4235819,3.194007639,1,0.4,0.5
31,0.306114422,196.8912,16,249.4123859,1.283874272,2,0.4,0
31,0.255947718,109.384,17,208.6005298,0.999999457,3,0.225,0
31,0.241652291,196.8912,15,420.9882735,7.429146893,1,0.4,0.5
31,0.221280345,196.8912,16,495.999291,6.096310989,2,0.4,0
31,0.063771135,109.384,17,1496.490801,3.36624852,3,0.225,0
31,0.303573613,196.8912,15,254.7957089,1.003218764,1,0.4,0.5
31,0.292593003,196.8912,16,279.1359479,1.003951964,2,0.4,0
31,0.174438081,109.384,17,408.296911,1.012046566,3,0.225,0
31,0.191451675,196.8912,15,634.6296016,3.059531657,1,0.4,0.5
31,0.286218394,196.8912,16,294.1230746,1.274359807,2,0.4,0
31,0.277926479,109.384,17,174.8037119,0.999999405,3,0.225,0
31,0.179158516,196.8912,15,705.1952245,2.630350598,1,0.4,0.5
31,0.181798953,196.8912,16,689.2337381,1.39782228,2,0.4,0
31,0.094100657,109.384,17,943.6468441,1.356111493,3,0.225,0
31,0.203365554,196.8912,15,574.3815598,1.276588505,1,0.4,0.5
31,0.246406903,196.8912,16,405.2666426,1.090336645,2,0.4,0
31,0.142364094,109.384,17,549.571802,1.135342927,3,0.225,0
31,0.182874599,196.8912,15,682.8635691,3.067571093,1,0.4,0.5
31,0.197542686,196.8912,16,602.919651,1.32792098,2,0.4,0
31,0.220452666,109.384,17,277.4110765,1.02761757,3,0.225,0
31,0.219510696,196.8912,15,503.1725248,1.233910964,1,0.4,0.5
31,0.285836066,196.8912,16,295.0432017,1.012365118,2,0.4,0
31,0.212944413,109.384,17,294.9059598,0.999999626,3,0.225,0
31,0.209414695,196.8912,15,546.4152288,5.443914544,1,0.4,0.5
31,0.238184271,196.8912,16,432.8515283,8.008480652,2,0.4,0
31,0.063832399,109.384,17,1494.844545,6.731205307,3,0.225,0
31,0.194376119,196.8912,15,619.1568468,4.041695383,1,0.4,0.5
31,0.188265939,196.8912,16,652.0318395,2.870681695,2,0.4,0
31,0.142882432,109.384,17,546.7844805,1.225875684,3,0.225,0
31,0.174787251,196.8912,15,732.6796198,2.491321508,1,0.4,0.5
31,0.17368036,196.8912,16,739.8587326,3.703957095,2,0.4,0
31,0.083794215,109.384,17,1086.620449,1.973536338,3,0.225,0
31,0.267178277,196.8912,15,343.145775,1.32676747,1,0.4,0.5
31,0.184282946,196.8912,16,674.6355101,1.41752584,2,0.4,0
31,0.067366273,109.384,17,1404.952512,2.572441298,3,0.225,0
31,0.188598716,196.8912,15,650.1865326,3.4244255,1,0.4,0.5
31,0.178886798,196.8912,16,706.8645016,2.84240937,2,0.4,0
31,0.069440567,109.384,17,1356.449561,2.419109772,3,0.225,0
31,0.172762193,196.8912,15,745.8836179,1.498801653,1,0.4,0.5
31,0.165500044,196.8912,16,795.8922051,1.454093759,2,0.4,0
31,0.076340502,109.384,17,1214.075607,2.054194844,3,0.225,0
31,0.243055424,196.8912,15,416.2846896,1.123181184,1,0.4,0.5
31,0.294385342,196.8912,16,275.0389427,1.00503441,2,0.4,0
31,0.151444607,109.384,17,503.5026839,1.183181913,3,0.225,0
31,0.24051745,196.8912,15,424.8326324,7.774989806,1,0.4,0.5
31,0.202157,196.8912,16,580.1695295,3.863154057,2,0.4,0
31,0.131846449,109.384,17,610.8637505,1.301877237,3,0.225,0
31,0.231888768,196.8912,15,455.293654,6.852768261,1,0.4,0.5
31,0.203179772,196.8912,16,575.2668204,4.473030366,2,0.4,0
31,0.063075103,109.384,17,1515.418614,3.149719715,3,0.225,0
31,0.188677503,196.8912,15,649.7505965,1.55990354,1,0.4,0.5
