ID,Indoor.Total.Illumin.Diff.pct.,Indoor.Total.Illumin.Diff.,Hour.number,Natural.Illuminance.,Outdoor.Sky.Clearness.,Since.DR.Started.,Lighting.Power.Diff.,Lighting.Power.Diff.pct.One.Step.
33,0.544819338,275.64768,16,112.160875,1.039797186,2,0.56,0
33,0.441440352,153.1376,17,128.1363986,1.183131333,3,0.315,0
33,0.50531352,275.64768,15,151.7159279,5.604724426,1,0.56,0.7
33,0.50066218,275.64768,16,156.7838121,5.185368199,2,0.56,0
33,0.231915759,153.1376,17,441.5476283,3.919079767,3,0.315,0
33,0.530393908,275.64768,15,125.9213069,8.400901811,1,0.56,0.7
33,0.519060913,275.64768,16,137.2683361,7.62837119,2,0.56,0
33,0.236795969,153.1376,17,427.9389541,5.637478218,3,0.315,0
33,0.517138997,275.64768,15,139.241954,6.444589744,1,0.56,0.7
33,0.501388106,275.64768,16,155.9866848,6.139633498,2,0.56,0
33,0.246095709,153.1376,17,403.5004686,5.231419217,3,0.315,0
33,0.52269495,275.64768,15,133.576206,7.623650695,1,0.56,0.7
33,0.510521855,275.64768,16,146.1507634,7.024631826,2,0.56,0
33,0.22795241,153.1376,17,453.0283632,6.023770339,3,0.315,0
33,0.50577102,275.64768,15,151.2224914,5.729499093,1,0.56,0.7
33,0.507241438,275.64768,16,149.6426036,6.56651632,2,0.56,0
33,0.223287666,153.1376,17,467.062985,5.981374108,3,0.315,0
33,0.455035486,275.64768,15,211.9894317,2.0591012,1,0.56,0.7
33,0.454837004,275.64768,16,212.2537793,1.799892851,2,0.56,0
33,0.392364313,153.1376,17,171.5264145,1.128664073,3,0.315,0
33,0.512032048,275.64768,15,144.5582787,6.003330984,1,0.56,0.7
33,0.500357517,275.64768,16,157.1190463,5.565110857,2,0.56,0
33,0.253446137,153.1376,17,385.4534805,5.93408519,3,0.315,0
33,0.525157992,275.64768,15,131.1028424,7.380591311,1,0.56,0.7
33,0.486562176,275.64768,16,172.7385782,5.802759566,2,0.56,0
33,0.218737239,153.1376,17,481.3304411,5.257245989,3,0.315,0
33,0.523152993,275.64768,15,133.1144804,7.344953628,1,0.56,0.7
33,0.505153557,275.64768,16,151.888666,6.525262451,2,0.56,0
33,0.255812915,153.1376,17,379.8632306,4.212533683,3,0.315,0
