economy,pc_tmp_low,pc_tmp_high,tmp,lgt,daylt,choice,plug
950,2,0,-4,0.4,50,1,0
0,2,-1,-6,-0.4,50,0,0
-1800,0,0,1,0.4,50,1,0
0,1,-1,-6,-0.7,50,0,0
0,0,-1,2,-0.15,50,0,0
-1500,-2,3,5,0.35,50,1,0
0,2,-3,-1,-0.35,46,0,0
-300,0,0,-3,0,46,0,0
800,0,0,1,0.4,46,0,0
-1950,0,-2,2,0.4,46,0,0
-6800,0,3,5,-0.2,46,0,0
0,-1,1,4,0,46,0,0
1900,0,-1,1,0.2,46,0,0
-6000,-3,1,5,0.3,46,1,0
9900,0,1,-2,-0.2,49,1,0
9900,0,-3,-1,-0.2,49,0,0
8000,3,-2,-6,-0.2,49,1,0
150,-2,3,1,0,49,0,0
50,1,-3,-4,0.15,49,1,0
9500,0,0,0,0.15,49,1,0
6800,-1,2,2,-0.2,49,0,0
4900,0,0,1,-0.7,49,0,0
5000,0,-2,-2,-0.2,100,0,0
-4900,-2,0,-1,0,100,1,0
6500,0,1,0,-0.15,100,1,0
0,-3,3,3,-0.3,100,0,0
0,0,-1,-3,-0.55,100,0,0
9950,0,1,2,-0.7,100,0,0
-6900,0,1,-2,0.5,100,0,0
-100,2,0,-3,0.7,100,0,0
1800,2,-3,-2,-0.3,49,0,0
50,0,0,2,0,49,0,0
500,0,0,4,0.35,49,1,0
5000,0,-2,1,0.7,49,0,0
6000,0,-1,1,-0.5,49,0,0
4500,-2,0,5,-0.35,49,0,0
4900,0,0,-2,0.15,49,0,0
-800,0,1,1,0.35,49,1,0
4950,0,-1,-1,-0.7,67,0,0
9000,0,0,0,0.2,67,0,0
500,-1,0,0,-0.55,67,1,0
-4900,0,2,2,-0.3,67,0,0
6500,-3,2,3,-0.35,67,0,0
-6000,0,2,-2,0,67,0,0
6000,-1,1,3,0,67,0,0
-450,0,-2,1,0.35,67,1,0
-6500,2,-1,-3,-0.2,70,0,0
6000,-3,0,4,0,70,1,0
4500,0,1,-3,0.15,70,1,0
-5000,3,-3,-4,-0.35,70,0,0
0,2,0,-6,-0.2,70,1,0
6500,0,0,2,-0.55,70,1,0
0,0,1,-1,0.15,70,1,0
-4800,-2,0,1,0.35,70,0,0
150,0,0,0,-0.35,47,0,0
4950,0,1,2,0.3,47,0,0
-4000,2,-3,-6,0.3,47,1,0
4000,0,0,-1,0.15,47,0,0
0,0,-2,2,-0.55,47,1,0
-1000,0,0,5,0.7,47,1,0
0,0,0,-4,0.7,47,1,0
6000,2,0,-3,-0.15,47,1,0
3000,0,3,3,-0.35,54,0,0
-4500,0,0,0,0,54,0,0
1900,0,1,-1,0.55,54,0,0
3000,0,-2,-3,0.15,54,0,0
900,2,-1,-5,0.2,54,0,0
-300,0,0,-3,-0.35,54,0,0
1950,0,0,1,-0.4,54,1,0
6900,2,0,2,-0.3,54,0,0
-6000,1,-2,-1,0,25,0,0
150,0,-1,-4,-0.3,25,1,0
-50,0,-1,3,-0.35,25,1,0
500,0,0,0,-0.2,25,1,0
6000,0,1,-1,-0.2,25,1,0
-450,0,0,3,0,25,0,0
0,0,2,-1,0,25,1,0
-9800,0,0,1,0.2,25,0,0
950,0,0,3,-0.15,68,0,0
4000,0,0,0,0.35,68,1,0
0,1,-1,-4,0,68,0,0
50,0,0,-3,0.5,68,1,0
-300,1,-3,-3,-0.55,68,1,0
6800,0,-3,1,0.15,68,0,0
-8000,-1,1,6,0,68,0,0
0,-2,1,4,-0.15,68,1,0
6800,1,0,-1,0.2,100,0,0
1900,0,-1,1,0,100,1,0
500,0,-1,0,0.15,100,0,0
-6950,0,0,2,0.2,100,0,0
6800,0,-1,0,0.15,100,0,0
-4000,3,-1,-3,0,100,0,0
-300,1,0,-1,-0.15,100,0,0
1950,0,-1,-2,0.7,100,0,0
-9000,2,-1,-5,-0.7,52,0,0
-5000,3,-2,-2,-0.5,52,0,0
5000,0,3,0,-0.3,52,0,0
9000,-1,0,0,-0.5,52,1,0
150,0,1,1,-0.3,52,0,0
3000,-2,0,3,-0.55,52,1,0
-1000,0,-2,-7,0.4,52,0,0
3000,0,-1,2,-0.5,52,0,0
-9950,0,0,3,-0.2,58,0,0
800,0,-1,-4,0.7,58,0,0
3000,0,0,0,0.15,58,0,0
4000,1,-1,-6,0.55,58,0,0
-4000,-3,0,1,0.15,58,0,0
-9000,0,1,2,0,58,0,0
0,2,0,-2,0,58,0,0
4500,3,-2,-6,0,58,0,0
-8000,0,-2,-7,0,85,0,0
-1800,0,-1,2,0,85,0,0
4900,-2,0,0,0.5,85,1,0
0,0,0,4,0.7,85,0,0
0,0,0,-4,0.15,85,0,0
-9800,3,-3,-5,0.3,85,0,0
4000,0,0,-2,-0.2,85,0,0
-6900,1,-2,-5,0.4,85,1,0
-450,0,-1,0,0,34,1,0
-900,0,-1,1,0.15,34,1,0
9500,0,-2,-4,0.5,34,0,0
-100,-2,0,0,-0.5,34,0,0
3000,0,0,0,-0.2,34,0,0
-400,-1,3,6,-0.4,34,0,0
1500,0,-1,-1,0.7,34,0,0
3000,1,0,1,0.35,34,0,0
6500,0,1,-1,0.15,25,1,0
6950,0,0,0,-0.15,25,0,0
-9900,0,-2,-3,-0.2,25,0,0
-9000,-3,3,2,0,25,0,0
-1000,0,2,2,-0.7,25,0,0
400,-1,0,1,0.7,25,1,0
-2000,0,0,-7,-0.4,25,1,0
4950,-1,1,2,0,25,0,0
1800,2,0,-1,-0.2,40,1,0
500,0,3,2,0.15,40,0,0
3000,-1,2,1,-0.55,40,0,0
-4500,0,0,1,0.55,40,0,0
-4800,0,-3,-1,0,40,0,0
3000,0,1,2,0.2,40,1,0
450,0,3,-1,0.3,40,0,0
-50,-1,0,4,0.35,40,1,0
-1950,0,-2,1,-0.4,64,0,0
4900,0,1,0,0,64,1,0
-450,-3,3,1,0,64,0,0
0,0,3,2,-0.5,64,0,0
1800,2,-1,-3,0.15,64,0,0
50,0,3,3,-0.3,64,0,0
6900,0,-2,0,-0.5,64,1,0
6950,0,0,-1,0,64,0,0
9800,0,1,0,-0.15,64,0,0
9000,0,0,-2,-0.3,64,0,0
6800,-2,1,4,-0.35,64,0,0
4000,0,-1,0,-0.5,64,1,0
950,2,-1,-2,0.2,64,1,0
-500,0,-1,-1,-0.5,64,0,0
5000,3,0,-1,0.55,64,1,0
-800,0,-1,1,0.4,64,1,0
9500,-3,3,1,-0.5,55,1,0
-800,0,0,-2,0.2,55,0,0
1000,0,3,-1,-0.4,55,1,0
0,0,-2,-3,-0.35,55,0,0
6800,2,-3,-2,0,55,1,0
-6950,0,0,2,0.15,55,0,0
-50,-1,3,3,0.5,55,0,0
9950,0,-3,3,0,55,1,0
9500,2,-1,-2,0.2,87,1,0
-9000,2,0,-1,0.55,87,0,0
6950,0,-2,-1,0,87,0,0
500,1,-3,-5,0.15,87,1,0
0,0,0,0,-0.35,87,0,0
1800,0,0,2,0,87,0,0
400,0,-2,3,0.7,87,0,0
300,0,1,-1,0,87,0,0
9950,0,3,2,0.15,88,0,0
-6950,0,0,2,0.15,88,0,0
9950,1,-1,-6,0.55,88,0,0
-6000,-1,0,0,-0.3,88,0,0
6950,0,-1,-1,0,88,0,0
0,0,2,2,0.35,88,0,0
-6500,-1,2,4,0.55,88,0,0
6900,-1,2,4,-0.15,88,1,0
-800,-2,3,3,0,56,0,0
4500,3,-1,-4,0.7,56,1,0
900,0,2,0,-0.2,56,1,0
4000,0,1,4,0.2,56,0,0
1800,0,-3,-2,-0.7,56,0,0
-300,3,-1,-2,-0.2,56,0,0
-9800,0,3,-2,-0.35,56,0,0
-450,0,1,1,0.5,56,0,0
9000,0,-3,1,-0.5,86,0,0
6800,0,-1,2,0.55,86,0,0
9950,0,-2,-2,0.55,86,0,0
-1800,0,-3,-2,0.15,86,0,0
-500,2,0,-3,-0.3,86,0,0
4500,0,1,3,0.4,86,0,0
0,0,0,2,0,86,0,0
1950,1,0,-5,0.7,86,0,0
1950,-3,2,3,0,2,0,0
5000,-1,0,-1,-0.2,2,0,0
4800,-3,1,4,0.7,2,1,0
-2000,0,-1,1,0.4,2,0,0
0,3,-3,-3,-0.3,2,0,0
-1900,-3,3,4,0.15,2,0,0
800,0,0,-5,-0.7,2,0,0
-5000,-2,1,3,-0.15,2,0,0
450,0,-2,-6,-0.35,64,0,0
-1500,0,-3,4,-0.35,64,1,0
-9000,0,0,1,-0.3,64,0,0
4000,-3,2,5,-0.2,64,1,0
0,0,-3,-2,0.55,64,0,0
1500,0,3,4,0.35,64,1,0
950,0,-2,-3,0.4,64,1,0
-9800,-1,0,-2,0.2,64,0,0
0,0,-1,-1,-0.4,58,0,0
-9950,1,-1,-3,-0.4,58,0,0
-900,0,1,-2,0.2,58,1,0
400,0,0,2,-0.15,58,0,0
8000,0,3,5,0,58,1,0
-1950,0,0,0,-0.15,58,0,0
-800,1,-1,-4,0,58,0,0
6950,-3,0,5,0,58,1,0
150,-2,0,4,0.2,71,0,0
950,0,-1,-3,0,71,1,0
0,0,-1,-2,0,71,1,0
-6950,0,-1,-2,0.2,71,0,0
4900,0,-3,-7,0.2,71,0,0
-8000,0,0,0,0.3,71,1,0
-4900,2,-3,-5,0.4,71,0,0
-6000,0,-3,0,0,71,1,0
6500,0,-1,2,0,61,1,0
-6800,0,0,2,0.5,61,0,0
5000,0,-2,3,0.15,61,1,0
-6900,0,3,2,0,61,0,0
150,1,-2,-2,0,61,1,0
2000,2,-2,-2,-0.2,61,1,0
-6500,0,2,-2,-0.2,61,1,0
6000,0,2,5,0.15,61,0,0
5000,0,-2,0,0.2,55,0,0
-2000,0,1,5,0.15,55,1,0
4000,0,-2,-1,0.4,55,0,0
-9800,0,0,0,-0.35,55,1,0
-9800,0,1,2,0.5,55,0,0
8000,0,0,0,0.2,55,0,0
-8000,0,0,0,0,55,1,0
4000,0,1,1,-0.15,55,0,0
5000,0,3,3,0.5,39,0,0
500,0,2,1,0.55,39,0,0
1000,0,-1,3,0.4,39,0,0
1500,1,0,1,0,39,1,0
4950,0,-1,2,0.2,39,0,0
-2000,0,-1,2,-0.15,39,0,0
-1900,1,-3,-5,0.55,39,0,0
-100,1,0,-2,-0.2,39,0,0
-2000,0,2,3,0,37,0,0
6000,-1,0,4,-0.2,37,1,0
0,-1,2,6,0,37,0,0
-9800,0,-1,-5,0.2,37,0,0
-6950,0,0,2,0.15,37,0,0
0,0,3,1,-0.15,37,1,0
100,0,0,5,0.55,37,0,0
1950,0,2,0,0.15,37,1,0
-8000,0,0,-4,0,64,1,0
2000,-2,3,1,-0.55,64,1,0
-3000,0,1,-1,0,64,1,0
0,0,2,4,-0.7,64,0,0
-900,-2,1,3,-0.2,64,0,0
-9000,0,-1,0,0.35,64,0,0
0,0,-1,-4,0.35,64,0,0
450,0,1,3,0.7,64,1,0
-3000,2,-1,-4,0.2,17,1,0
6950,0,0,-4,0,17,0,0
-5000,0,3,3,0.15,17,0,0
300,0,0,1,0,17,1,0
-9900,0,0,1,0.2,17,0,0
1800,0,-1,1,0.5,17,1,0
-6500,-2,0,0,0.7,17,0,0
4800,0,3,-1,-0.4,17,0,0
-9950,-3,2,1,0.2,0,0,0
0,0,-3,-3,-0.15,0,0,0
4950,0,0,1,-0.55,0,1,0
1500,0,2,-3,0.2,0,1,0
0,0,0,-1,0.2,0,0,0
6900,0,-3,-1,0.7,0,0,0
9900,-2,0,4,0,0,0,0
0,0,-3,-1,0.15,0,0,0
100,0,-1,0,0,50,1,0
-4000,0,1,-1,-0.55,50,0,0
-4500,0,0,-5,-0.15,50,0,0
-500,0,0,0,0.3,50,0,0
9500,-3,3,2,0.55,50,0,0
6800,3,0,-1,0,50,1,0
9500,0,-2,-5,0,50,0,0
1900,0,-1,-1,0.55,50,0,0
-9900,-1,3,2,0.7,81,0,0
-6500,0,1,-1,-0.3,81,0,0
-6500,-3,3,3,0.4,81,1,0
0,2,-1,-6,-0.55,81,1,0
8000,-3,2,5,-0.2,81,1,0
-4000,-3,0,-1,0.15,81,0,0
0,-1,2,6,0.35,81,1,0
-1000,0,2,4,0,81,0,0
4950,-3,0,3,0.15,71,1,0
6950,0,0,4,0,71,1,0
-3000,0,3,6,0,71,0,0
6000,-1,0,0,0,71,1,0
-6800,0,0,1,0.7,71,0,0
-4950,0,0,-2,0.15,71,0,0
500,2,-2,-4,-0.15,71,0,0
9500,-1,0,6,0.15,71,1,0
3000,3,-2,-3,0,72,0,0
-100,0,0,6,0,72,0,0
50,1,-1,-3,0.15,72,0,0
6950,0,2,5,0.55,72,1,0
300,0,1,0,0.55,72,1,0
-4500,-1,1,2,0.4,72,1,0
6000,-2,2,4,0.2,72,0,0
-6000,1,-3,-3,0.4,72,0,0
0,-1,0,1,-0.3,79,0,0
-6000,-2,1,5,-0.4,79,1,0
900,0,3,4,0,79,0,0
50,0,1,0,-0.3,79,0,0
-6900,0,0,4,-0.2,79,0,0
-800,3,0,1,-0.35,79,0,0
-950,3,-2,-2,0.15,79,1,0
3000,0,-1,-1,0.2,79,0,0
-50,0,2,-1,-0.2,85,0,0
100,0,-3,-3,0.2,85,1,0
1000,0,2,6,-0.2,85,0,0
-8000,0,-1,1,-0.15,85,0,0
9950,0,-1,0,-0.5,85,0,0
-5000,0,-2,0,0,85,1,0
-6900,0,0,-4,0.5,85,1,0
-9950,0,0,-4,-0.3,85,0,0
5000,-3,2,5,0.3,88,1,0
6800,-3,0,3,0.5,88,0,0
-5000,3,-3,-3,0.4,88,0,0
4950,0,3,-2,0.5,88,1,0
8000,0,2,-2,0.7,88,0,0
4950,0,1,2,-0.15,88,0,0
0,1,-3,-3,-0.7,88,1,0
-9800,3,0,1,0.35,88,1,0
9900,0,-3,-1,0,76,0,0
-3000,0,-2,-2,-0.15,76,0,0
-9950,3,-1,-4,0.4,76,1,0
-9000,0,-1,-1,0.7,76,0,0
150,0,1,1,0.15,76,1,0
-150,0,2,0,-0.3,76,1,0
400,-1,2,6,0,76,1,0
-6000,0,-1,-2,-0.15,76,0,0
-4950,0,3,5,0.2,59,0,0
9950,0,-2,2,0,59,0,0
-50,3,-3,-2,0.4,59,0,0
-300,0,-3,-3,-0.4,59,0,0
9900,-2,0,3,-0.2,59,0,0
-800,0,0,4,-0.15,59,0,0
-5000,3,0,-2,-0.35,59,0,0
-800,0,1,-1,-0.2,59,0,0
-4000,1,-3,-3,-0.5,65,0,0
-9000,-3,1,4,0.55,65,0,0
1500,0,2,5,0,65,1,0
0,0,-1,-2,-0.3,65,1,0
0,-1,3,3,0.55,65,1,0
-1000,-2,0,0,-0.15,65,1,0
-900,0,-1,2,-0.5,65,0,0
1500,0,1,1,0.7,65,1,0
0,0,1,-3,-0.2,70,0,0
-150,0,0,0,0,70,1,0
1950,3,0,-1,0.35,70,1,0
800,0,-2,-3,-0.15,70,1,0
6950,1,0,-5,0.35,70,1,0
-50,3,0,-3,0.15,70,1,0
150,0,-1,0,0,70,1,0
450,0,-2,-1,-0.5,70,0,0
-9950,1,0,-5,-0.15,60,0,0
-6900,0,-1,3,0.4,60,0,0
-400,0,3,1,0,60,0,0
0,3,-1,-3,0.2,60,0,0
0,0,3,3,0.4,60,0,0
-300,0,0,-1,0,60,0,0
6000,-2,1,4,-0.4,60,0,0
0,0,-1,1,0,60,0,0
500,-3,1,4,-0.55,73,0,0
-1500,-3,3,5,0.55,73,0,0
-1900,0,-2,-1,-0.4,73,0,0
0,0,1,-2,0,73,0,0
-6950,0,0,1,0.15,73,0,0
-6800,0,2,0,-0.5,73,0,0
0,1,0,0,0,73,0,0
4950,0,0,-4,-0.2,73,0,0
-8000,0,-3,0,-0.2,95,0,0
-4000,0,-1,3,0.5,95,0,0
6800,0,-2,-5,0,95,1,0
0,0,0,-5,0,95,0,0
-4500,0,-2,-4,-0.2,95,0,0
-4500,0,1,-2,0.7,95,1,0
400,0,-1,-1,0,95,1,0
3000,3,-1,-4,0,95,1,0
-3000,-1,0,-1,0.2,80,0,0
-450,2,0,1,-0.7,80,1,0
100,0,3,4,0.15,80,1,0
6000,0,0,0,0.2,80,1,0
1000,0,1,1,-0.3,80,0,0
5000,0,-1,0,0.55,80,1,0
-4900,2,0,-1,-0.35,80,0,0
5000,0,1,4,0.55,80,1,0
-1950,0,-1,-3,0.4,30,0,0
-300,1,-3,-2,0,30,1,0
400,0,1,3,0,30,1,0
-450,0,0,-2,0,30,0,0
-1500,-2,0,0,0.15,30,0,0
-3000,0,2,1,-0.4,30,0,0
150,3,-2,-2,0.55,30,1,0
-4800,0,-1,-4,-0.55,30,0,0
1900,0,3,5,-0.5,4,0,0
9800,0,-1,-1,-0.2,4,0,0
500,0,0,5,0.7,4,1,0
3000,0,0,2,0,4,1,0
-1950,0,0,0,0,4,1,0
3000,0,0,-2,0.35,4,1,0
150,0,-1,0,0.4,4,0,0
500,-1,2,2,0.4,4,0,0
-6500,0,2,5,0.4,83,0,0
-6900,1,-1,-4,0.35,83,0,0
-4000,0,0,1,0.35,83,1,0
400,0,1,-4,-0.4,83,1,0
-9950,0,0,4,0,83,0,0
-4000,0,-2,-1,0.4,83,1,0
0,0,0,4,0.35,83,1,0
900,0,-2,-6,-0.5,83,0,0
0,-1,0,5,0.4,25,0,0
-950,0,-2,2,0,25,0,0
-5000,0,0,4,0.5,25,0,0
-6500,0,-1,0,-0.55,25,1,0
9800,-1,1,2,-0.2,25,1,0
500,3,0,-6,-0.55,25,1,0
-9900,0,2,-2,-0.35,25,1,0
-150,3,-1,-5,-0.4,25,1,0
-6000,0,-2,2,0,20,0,0
-1800,0,-1,-4,0,20,1,0
-1000,0,2,2,0.3,20,0,0
-9900,-3,2,5,-0.15,20,0,0
-2000,0,0,2,-0.2,20,0,0
300,1,-1,-2,-0.2,20,1,0
1950,0,1,3,0.4,20,0,0
-5000,-1,3,2,-0.3,20,0,0
-800,0,2,3,0.5,35,0,0
0,-3,0,4,0,35,0,0
2000,0,2,1,0.7,35,0,0
-1900,1,0,-2,0.5,35,0,0
-3000,2,0,-4,0,35,1,0
-9950,0,-1,0,-0.2,35,1,0
-50,0,1,1,-0.7,35,0,0
6800,-2,0,4,-0.2,35,0,0
-1900,0,0,0,-0.5,25,0,0
-450,0,1,0,0.2,25,0,0
-9000,-2,2,2,-0.35,25,0,0
50,0,2,-1,0.7,25,0,0
9500,2,-2,-3,0,25,1,0
0,0,-2,-6,-0.2,25,1,0
9800,0,0,2,-0.4,25,1,0
4000,1,0,-2,0,25,1,0
-450,0,-1,0,0.55,30,0,0
-9500,0,0,2,0,30,0,0
1800,0,0,0,0,30,1,0
500,2,-3,-3,-0.2,30,1,0
0,0,-3,-3,-0.35,30,1,0
150,0,3,0,0,30,1,0
300,0,-1,-2,-0.15,30,1,0
6000,0,-1,-6,0.5,30,1,0
-9500,0,1,-2,-0.5,31,0,0
0,-1,1,4,0.15,31,0,0
900,0,-1,2,0.2,31,0,0
-6000,0,0,-1,0.2,31,0,0
4800,0,0,0,-0.5,31,1,0
800,0,1,3,-0.3,31,1,0
-6000,0,2,2,0.5,31,0,0
100,0,-3,0,0.2,31,0,0
6900,0,-1,-2,0.15,30,1,0
9500,0,-3,3,0.35,30,0,0
9900,-1,3,3,0.2,30,0,0
5000,-1,0,1,-0.15,30,1,0
-8000,0,1,1,0,30,1,0
6900,0,0,0,0.55,30,1,0
-4500,0,-2,-3,0.55,30,1,0
3000,-2,3,5,0,30,0,0
150,-1,1,5,0,10,0,0
1800,0,0,0,-0.35,10,1,0
3000,0,2,0,0,10,0,0
3000,0,-1,-7,0.7,10,0,0
-950,0,-3,-2,0,10,0,0
400,1,-2,-3,0,10,1,0
800,0,-2,0,-0.3,10,1,0
0,-1,1,2,0.35,10,0,0
-9500,0,2,2,0.15,2,0,0
9900,0,-2,0,-0.55,2,1,0
4900,-3,3,5,0,2,0,0
800,3,-2,-5,0,2,1,0
-1500,1,-3,-4,-0.4,2,1,0
9800,0,3,5,0,2,0,0
4000,0,0,-2,-0.5,2,1,0
0,-3,1,3,0,2,0,0
-950,0,0,-1,-0.2,51,1,0
0,-1,3,5,-0.2,51,0,0
400,0,0,2,0.7,51,0,0
-50,0,1,-4,0.4,51,1,0
2000,-3,2,3,-0.15,51,0,0
9800,0,0,4,-0.2,51,0,0
-100,0,0,3,-0.3,51,0,0
-5000,0,0,-2,0,51,1,0
-1950,0,-2,-3,0.55,5,0,0
0,0,3,1,-0.35,5,1,0
6000,0,0,3,-0.3,5,0,0
6000,0,0,1,-0.4,5,0,0
6900,2,0,-5,-0.4,5,1,0
-2000,0,-1,-3,-0.5,5,0,0
9500,-3,1,3,0.3,5,1,0
0,0,2,6,0.4,5,0,0
4950,0,1,-2,-0.5,45,1,0
-6900,-3,2,6,0.4,45,1,0
3000,1,-2,-4,-0.2,45,1,0
-6800,0,0,-1,-0.4,45,1,0
9800,0,1,-2,0.5,45,1,0
-4500,1,-2,-2,-0.15,45,0,0
-3000,1,0,0,0,45,1,0
4800,1,-1,-3,-0.4,45,1,0
0,0,-2,-2,0,11,1,0
-500,1,-3,-4,0,11,0,0
0,0,-1,-1,0,11,1,0
9800,1,0,1,-0.7,11,1,0
1900,0,-2,0,0.55,11,0,0
-9950,0,0,0,-0.7,11,1,0
-5000,0,1,-3,0.15,11,1,0
6000,0,0,-2,-0.5,11,1,0
450,-1,0,0,0,31,1,0
4950,0,0,5,-0.15,31,0,0
-5000,0,2,2,0.4,31,0,0
-4900,0,-1,1,-0.5,31,0,0
9000,-3,0,3,-0.4,31,1,0
-1950,0,2,-1,0.15,31,1,0
-150,0,2,7,0.2,31,0,0
-8000,0,0,0,-0.15,31,0,0
5000,-1,0,3,0.7,50,1,0
0,0,-2,0,-0.5,50,0,0
-100,0,1,2,0.15,50,0,0
3000,1,0,-1,-0.15,50,1,0
-9500,0,2,2,-0.4,50,0,0
-1000,0,-1,1,-0.2,50,0,0
9000,3,-3,-2,0.3,50,1,0
-9800,0,-1,4,-0.35,50,0,0
100,-1,3,1,-0.15,34,0,0
-1000,0,0,-3,0.4,34,1,0
0,-3,1,5,-0.7,34,0,0
-300,0,0,-2,0.55,34,1,0
-4800,0,0,3,0.7,34,0,0
4000,0,0,3,-0.2,34,0,0
5000,0,0,-1,0.2,34,1,0
6000,0,1,1,-0.15,34,0,0
0,0,3,-3,-0.15,40,1,0
-5000,0,0,0,0,40,0,0
-5000,0,-1,4,0,40,0,0
0,0,0,4,0,40,0,0
-4500,0,2,-2,0.15,40,1,0
-450,0,-3,-6,0,40,1,0
2000,0,0,-3,0,40,1,0
-4800,0,3,0,0,40,1,0
0,-3,0,5,0,30,0,0
-900,0,2,-3,-0.2,30,0,0
6500,2,-3,-2,0,30,1,0
-1950,0,-1,-2,-0.4,30,0,0
-800,1,-3,-4,0,30,0,0
900,-3,3,3,0.35,30,1,0
9000,0,1,-4,0.55,30,1,0
4800,-3,1,3,-0.15,30,1,0
-1500,0,2,-1,-0.2,31,0,0
9900,3,0,-4,0,31,1,0
-5000,-2,0,3,0.4,31,0,0
-1900,0,0,-1,0.3,31,0,0
0,0,0,-3,0,31,1,0
0,0,-1,0,-0.2,31,0,0
9000,0,2,0,0.15,31,1,0
-6950,-2,3,4,0.4,31,0,0
-1900,0,0,1,0.15,30,0,0
2000,0,-2,1,-0.15,30,0,0
9000,0,0,2,-0.15,30,0,0
9800,-1,3,6,-0.4,30,0,0
6000,0,2,-1,0.4,30,1,0
3000,0,3,-1,0.3,30,1,0
4800,0,-1,0,0.7,30,1,0
-6000,1,0,-5,0,30,1,0
-6900,0,0,-1,0.55,9,1,0
-950,0,1,-1,0.2,15,0,0
-9800,0,0,1,0,15,0,0
-500,0,-2,-1,0,15,0,0
-1800,0,0,-1,0,15,0,0
-9900,0,0,0,-0.2,15,1,0
1000,-1,2,2,-0.15,15,0,0
-4900,0,-1,-7,0,15,0,0
3000,0,1,2,0,15,0,0
4950,2,0,-3,-0.2,13,1,0
-6900,-2,1,1,0.55,13,0,0
-800,0,-2,-4,0,13,1,0
4900,2,-2,-3,-0.15,13,1,0
-4900,-1,3,4,0,13,0,0
-3000,-3,2,1,0.35,13,0,0
-5000,0,2,2,-0.4,13,1,0
0,0,-1,-1,-0.15,13,1,0
-9900,0,2,-1,0,20,0,0
-6500,-3,2,6,0.2,20,0,0
-6500,0,2,3,0.3,20,0,0
800,0,2,1,0.35,20,0,0
-1900,-2,1,3,-0.3,20,0,0
6000,0,1,0,-0.55,20,1,0
-450,0,1,-1,-0.15,20,1,0
-950,0,-2,-5,-0.2,20,1,0
4000,2,0,1,0.35,62,1,0
-300,2,0,2,-0.2,62,0,0
2000,0,3,1,0,62,1,0
-8000,3,-1,-2,0,62,0,0
800,0,3,1,0.15,62,1,0
4500,3,-2,-2,0,62,1,0
9000,0,2,-2,0,62,1,0
8000,0,-1,1,0.2,62,0,0
-1000,0,-1,1,-0.7,60,0,0
300,0,3,5,-0.2,60,0,0
-1000,0,3,6,-0.3,60,0,0
4900,2,0,-4,0.4,60,1,0
9500,3,-1,-2,-0.55,60,1,0
-6500,2,0,0,0.15,60,0,0
-3000,0,-2,-6,0,60,1,0
-4900,1,0,-4,-0.3,60,0,0
-50,2,-2,-1,0.2,40,0,0
6900,0,-3,0,-0.2,40,0,0
4000,2,-3,-2,0.55,40,1,0
-2000,-1,1,3,0,40,0,0
9500,0,0,1,-0.55,40,0,0
450,-3,3,1,-0.15,40,1,0
3000,0,-1,0,0.5,40,0,0
0,1,-1,-6,0,40,1,0
3000,1,-1,-3,0.3,30,1,0
300,2,0,-1,0,30,1,0
-6800,2,0,-4,-0.15,30,0,0
-2000,0,-1,3,0.4,30,0,0
0,0,1,1,0,30,0,0
-9950,3,-1,-1,0,30,0,0
-9000,0,0,-4,0.5,30,0,0
8000,3,-3,-5,0,30,1,0
0,-1,2,5,0,20,0,0
9950,0,-3,2,0.7,20,0,0
-1950,0,-3,-1,0.2,20,0,0
9000,-2,0,5,-0.15,20,1,0
4500,0,-1,-2,0.4,20,1,0
4800,2,0,-1,0.7,20,0,0
0,0,2,-1,0.5,20,0,0
-6800,0,-2,0,0.2,20,0,0
-400,-3,0,2,0,21,0,0
-4800,0,2,1,0,21,1,0
8000,0,2,5,0.2,21,0,0
-4000,0,2,1,-0.5,21,1,0
4950,0,1,1,0,21,0,0
-4950,-3,1,6,0,21,1,0
-6950,0,0,1,-0.2,21,1,0
950,1,0,-3,0.15,21,1,0
-4800,1,-3,-5,0.35,15,1,0
-9000,0,0,-4,-0.55,15,1,0
-900,0,1,0,0,15,0,0
9500,0,-3,-2,0,15,1,0
1950,1,-3,-2,0,15,1,0
4950,0,0,-3,0.2,15,1,0
150,0,0,1,-0.3,15,1,0
-9500,0,-1,-2,0.35,15,1,0
-1800,0,3,-2,0.35,30,0,0
-50,3,-1,-3,-0.2,30,0,0
-1800,0,0,5,-0.2,30,0,0
-6900,3,0,1,-0.35,30,0,0
0,-2,1,5,-0.4,30,1,0
400,-1,0,4,0.35,30,1,0
-9800,3,-1,-5,-0.5,30,0,0
6800,0,-3,-3,0.2,30,0,0
4800,0,-2,1,-0.2,50,0,0
4000,0,-3,-4,-0.2,50,1,0
6000,0,1,0,0,50,1,0
-500,0,-2,-7,-0.2,50,1,0
6000,0,-1,-3,0.15,50,1,0
2000,-2,1,5,0.7,50,0,0
-9500,1,-1,-3,0.55,50,0,0
900,-1,2,3,0,50,1,0
2000,0,1,-2,0.55,70,1,0
500,-2,0,2,-0.55,70,0,0
0,-2,0,0,-0.2,70,0,0
9900,0,2,-1,0.5,70,1,0
6900,0,0,2,-0.55,70,0,0
-6950,-1,3,1,0.2,70,1,0
0,-3,3,2,0.15,70,1,0
0,0,-1,-6,-0.2,70,0,0
1000,0,-1,0,-0.35,80,0,0
50,3,-2,-2,-0.4,80,0,0
6500,-2,1,5,0,80,0,0
